road,id,model_type,name,lat,lon,length
N1,1000341,link,link 184,22.9877774,91.41,0.448
N1,1000342,link,link 185,22.9858886,91.4120556,0.296
N1,1000343,link,link 186,22.9842219,91.4137222,0.256
N1,1000344,link,link 187,22.9774438,91.4205827,1.051
N1,1000345,link,link 188,22.9711382,91.4273882,1.0
N1,1000346,link,link 189,22.9663333,91.4356108,1.0
N1,1000347,bridge,bridge 158,22.9624167,91.4416941,0.78
N1,1000348,bridge,bridge 159,22.9618056,91.4424997,0.109
N1,1000349,link,link 190,22.9611667,91.4433886,0.111
N1,1000350,link,link 191,22.9561389,91.4517778,1.043
N1,1000351,link,link 192,22.9514444,91.4600278,1.0
N1,1000352,link,link 193,22.9479997,91.4689993,1.012
N1,1000353,link,link 194,22.9483608,91.4761382,0.738
N1,1000354,link,link 195,22.9484997,91.4786938,0.262
N1,1000355,link,link 196,22.9497497,91.4883608,1.008
N1,1000356,link,link 197,22.9497774,91.4980274,1.0
N1,1000357,bridge,bridge 160,22.9496663,91.5007778,0.288
N1,1000358,bridge,bridge 161,22.949583,91.5027778,0.211
N1,1000359,link,link 198,22.9482774,91.50725,0.509
N1,1000360,link,link 199,22.9439441,91.5108611,0.619
N1,1000361,link,link 200,22.940833,91.5124444,0.381
N1,1000362,link,link 201,22.9329716,91.5172216,1.0
N1,1000363,link,link 202,22.9248882,91.5213327,1.0
N1,1000364,link,link 203,22.9167216,91.5253882,1.0
N1,1000365,bridge,bridge 162,22.9156667,91.5259438,0.134
N1,1000366,bridge,bridge 163,22.9138056,91.5268604,0.228
N1,1000367,link,link 204,22.9085833,91.5294993,0.638
N1,1000368,bridge,bridge 164,22.9046667,91.5314438,0.464
N1,1000369,link,link 205,22.9003333,91.5333608,0.536
N1,1000370,link,link 206,22.8994441,91.5336108,0.083
N1,1000371,link,link 207,22.8939997,91.5346941,0.637
N1,1000372,link,link 208,22.8929719,91.5350274,0.113
N1,1000373,bridge,bridge 165,22.8921663,91.5353052,0.104
N1,1000374,link,link 209,22.8916386,91.5354719,0.063
N1,1000375,bridge,bridge 166,22.8829993,91.5381663,1.0
N1,1000376,bridge,bridge 167,22.875166,91.5407219,0.915
N1,1000377,link,link 210,22.8744438,91.5409719,0.085
N1,1000378,bridge,bridge 168,22.8731382,91.5414441,0.162
N1,1000379,bridge,bridge 169,22.868416,91.5431663,0.556
N1,1000380,link,link 211,22.8661111,91.5439997,0.282
N1,1000381,bridge,bridge 170,22.86111772310757,91.54512584501992,0.576
N1,1000382,bridge,bridge 171,22.8595833,91.5454719,0.177
N1,1000383,link,link 212,22.8575556,91.5456386,0.247
N1,1000384,bridge,bridge 172,22.856,91.5457219,0.165
N1,1000385,bridge,bridge 173,22.8550556,91.545833,0.113
N1,1000386,link,link 213,22.8486663,91.5463608,0.722
N1,1000387,bridge,bridge 174,22.8485274,91.5463886,0.017
N1,1000388,bridge,bridge 175,22.8484441,91.5464163,0.01
N1,1000389,bridge,bridge 176,22.8452219,91.5475274,0.38
N1,1000390,bridge,bridge 177,22.8432497,91.5482219,0.24
N1,1000391,link,link 214,22.8401941,91.5490552,0.353
N1,1000392,bridge,bridge 178,22.8372497,91.5492497,0.314
N1,1000393,link,link 215,22.8313882,91.5503611,0.686
N1,1000394,bridge,bridge 179,22.8239438,91.5528333,0.872
N1,1000395,link,link 216,22.8228049,91.5531389,0.128
N1,1000396,link,link 217,22.8141389,91.5555833,1.0
N1,1000397,bridge,bridge 180,22.8110556,91.5563889,0.34
N1,1000398,bridge,bridge 181,22.808,91.5579167,0.406
N1,1000399,bridge,bridge 182,22.8059722,91.5589167,0.252
N1,1000400,link,link 218,22.8059444,91.5589167,0.002
N1,1000401,bridge,bridge 183,22.8045833,91.5591111,0.155
N1,1000402,link,link 219,22.7974719,91.5613611,0.845
N1,1000403,bridge,bridge 184,22.7934163,91.5633333,0.493
N1,1000404,bridge,bridge 185,22.7896108,91.5654444,0.472
N1,1000405,link,link 220,22.7893608,91.5655833,0.035
N1,1000406,bridge,bridge 186,22.7813327,91.5695271,0.994
N1,1000407,link,link 221,22.7812216,91.5695827,0.006
N1,1000408,bridge,bridge 187,22.7811382,91.5696382,0.015
N1,1000409,link,link 222,22.7771104,91.5713327,0.486
N1,1000410,bridge,bridge 188,22.7732771,91.5733604,0.475
N1,1000411,link,link 223,22.7730271,91.5734716,0.024
N1,1000412,bridge,bridge 189,22.7693604,91.5756104,0.469
N1,1000413,bridge,bridge 190,22.7661944,91.5779993,0.002
N1,1000414,link,link 224,22.7654722,91.5785549,0.529
N1,1000415,bridge,bridge 191,22.7621944,91.5811382,0.453
N1,1000416,link,link 225,22.7585278,91.5845274,0.547
N1,1000417,bridge,bridge 192,22.7526389,91.5893608,0.82
N1,1000418,bridge,bridge 193,22.7525,91.5894719,0.023
N1,1000419,link,link 226,22.7513333,91.5903608,0.157
N1,1000420,bridge,bridge 194,22.7496386,91.5916386,0.232
N1,1000421,link,link 227,22.7435552,91.5949163,0.768
N1,1000422,bridge,bridge 195,22.7433052,91.5950274,0.032
N1,1000423,link,link 228,22.7349997,91.5979441,0.968
N1,1000424,bridge,bridge 196,22.7349163,91.5979719,0.012
N1,1000425,link,link 229,22.7263882,91.6007778,0.988
N1,1000426,bridge,bridge 197,22.7221104,91.6030833,0.539
N1,1000427,link,link 230,22.7185549,91.6053056,0.461
N1,1000428,bridge,bridge 198,22.7165556,91.6065556,0.26
N1,1000429,bridge,bridge 199,22.716,91.6069167,0.075
N1,1000430,link,link 231,22.7143889,91.6079444,0.215
N1,1000431,bridge,bridge 200,22.7124167,91.6090556,0.256
N1,1000432,bridge,bridge 201,22.7076111,91.6118056,0.607
N1,1000433,link,link 232,22.7065556,91.6123611,0.137
N1,1000434,bridge,bridge 202,22.706,91.6126944,0.068
N1,1000435,bridge,bridge 203,22.7033056,91.6142222,0.342
N1,1000436,bridge,bridge 204,22.7002222,91.6157778,0.381
N1,1000437,link,link 233,22.6984997,91.616666,0.22
N1,1000438,bridge,bridge 205,22.6919719,91.6198604,0.784
N1,1000439,link,link 234,22.6904163,91.6205271,0.216
N1,1000440,bridge,bridge 206,22.689583,91.6208327,0.098
N1,1000441,bridge,bridge 207,22.685083,91.6228327,0.544
N1,1000442,link,link 235,22.6825549,91.6241938,0.317
N1,1000443,bridge,bridge 208,22.6769438,91.6268327,0.67
N1,1000444,bridge,bridge 209,22.6751382,91.6274438,0.231
N1,1000445,link,link 236,22.6743049,91.6277493,0.099
N1,1000446,link,link 237,22.6733049,91.6280827,0.12
N1,1000447,bridge,bridge 210,22.6722493,91.6285271,0.131
N1,1000448,bridge,bridge 211,22.6678604,91.6301104,0.506
N1,1000449,link,link 238,22.6649167,91.6315549,0.37
N1,1000450,bridge,bridge 212,22.6638333,91.6321382,0.138
N1,1000451,bridge,bridge 213,22.6596667,91.6347219,0.54
N1,1000452,link,link 239,22.6571389,91.636333,0.322
N1,1000453,bridge,bridge 214,22.6543889,91.6381386,0.357
N1,1000454,bridge,bridge 215,22.6527778,91.6391663,0.209
N1,1000455,link,link 240,22.6494997,91.640833,0.411
N1,1000456,bridge,bridge 216,22.6489997,91.6411108,0.067
N1,1000457,bridge,bridge 217,22.6452774,91.6430552,0.463
N1,1000458,link,link 241,22.641583,91.6451108,0.47
N1,1000459,bridge,bridge 218,22.6338608,91.6494719,0.974
N1,1000460,link,link 242,22.6330827,91.649833,0.087
N1,1000461,bridge,bridge 219,22.6320271,91.6503889,0.135
N1,1000462,bridge,bridge 220,22.625916,91.6541389,0.782
N1,1000463,link,link 243,22.6252216,91.6545278,0.083
N1,1000464,bridge,bridge 221,22.6234716,91.6553056,0.219
N1,1000465,bridge,bridge 222,22.6206938,91.6563611,0.333
N1,1000466,bridge,bridge 223,22.6194993,91.6568889,0.163
N1,1000467,bridge,bridge 224,22.6180271,91.6578333,0.02
N1,1000468,bridge,bridge 225,22.6175271,91.65825,0.253
N1,1000469,link,link 244,22.6169716,91.65875,0.091
N1,1000470,bridge,bridge 226,22.6168604,91.6588611,0.016
N1,1000471,bridge,bridge 227,22.6123889,91.6622222,0.612
N1,1000472,link,link 245,22.6094444,91.6638333,0.372
N1,1000473,bridge,bridge 228,22.6088889,91.6641111,0.072
N1,1000474,link,link 246,22.6015833,91.6688327,0.952
N1,1000475,bridge,bridge 229,22.601,91.6692771,0.13
N1,1000476,bridge,bridge 230,22.6000556,91.6699438,0.115
N1,1000477,bridge,bridge 231,22.5994441,91.6703049,0.049
N1,1000478,bridge,bridge 232,22.5942219,91.6737771,0.681
N1,1000479,link,link 247,22.5939997,91.6738327,0.025
N1,1000480,bridge,bridge 233,22.5907497,91.6754716,0.408
N1,1000481,link,link 248,22.584583,91.6780827,0.757
N1,1000482,bridge,bridge 234,22.5836663,91.6784716,0.117
N1,1000483,bridge,bridge 235,22.5834997,91.6785827,0.026
N1,1000484,link,link 249,22.580666,91.6799438,0.343
N1,1000485,bridge,bridge 236,22.5779438,91.6811382,0.331
N1,1000486,link,link 250,22.5763604,91.6818049,0.183
N1,1000487,bridge,bridge 237,22.5731938,91.6830827,0.377
N1,1000488,bridge,bridge 238,22.5730549,91.6831938,0.018
N1,1000489,link,link 251,22.5679716,91.6846941,0.605
N1,1000490,bridge,bridge 239,22.5664722,91.6851663,0.178
N1,1000491,bridge,bridge 240,22.5641389,91.6859163,0.275
N1,1000492,bridge,bridge 241,22.564,91.6859441,0.014
N1,1000493,bridge,bridge 242,22.5624722,91.6863608,0.217
N1,1000494,link,link 252,22.5594444,91.6872219,0.316
N1,1000495,link,link 253,22.5514167,91.6896941,0.939
N1,1000496,bridge,bridge 243,22.5503056,91.6902774,0.144
N1,1000497,bridge,bridge 244,22.5501667,91.6903886,0.031
N1,1000498,link,link 254,22.5438886,91.6945274,0.825
N1,1000499,bridge,bridge 245,22.5428608,91.6950274,0.119
N1,1000500,link,link 255,22.5354997,91.6979441,0.882
N1,1000501,bridge,bridge 246,22.5347774,91.698333,0.09
N1,1000502,link,link 256,22.5273049,91.7019444,0.91
N1,1000503,bridge,bridge 247,22.519416,91.7053611,0.957
N1,1000504,bridge,bridge 248,22.519265407228914,91.70540328072288,0.018
N1,1000505,link,link 257,22.5187216,91.7055556,0.065
N1,1000506,bridge,bridge 249,22.5165556,91.7065833,0.276
N1,1000507,bridge,bridge 250,22.5161667,91.70675,0.045
N1,1000508,bridge,bridge 251,22.5147222,91.7074444,0.182
N1,1000509,bridge,bridge 252,22.5131389,91.7080833,0.194
N1,1000510,bridge,bridge 253,22.5127778,91.7082222,0.041
N1,1000511,link,link 258,22.5106111,91.7090833,0.262
N1,1000512,bridge,bridge 254,22.5094444,91.7096389,0.144
N1,1000513,bridge,bridge 255,22.5093611,91.7096944,0.012
N1,1000514,bridge,bridge 256,22.5074444,91.7105556,0.239
N1,1000515,bridge,bridge 257,22.5073056,91.7106389,0.018
N1,1000516,bridge,bridge 258,22.503,91.7128056,0.53
N1,1000517,link,link 259,22.5025556,91.7130556,0.057
N1,1000518,bridge,bridge 259,22.4969163,91.7155556,0.685
N1,1000519,bridge,bridge 260,22.4968052,91.7156389,0.019
N1,1000520,link,link 260,22.494583,91.7170827,0.296
N1,1000521,bridge,bridge 261,22.4869441,91.7192771,0.887
N1,1000522,link,link 261,22.4854163,91.7195549,0.174
N1,1000523,bridge,bridge 262,22.48280706570156,91.72005100244988,0.297
N1,1000524,bridge,bridge 263,22.4775271,91.7210549,0.601
N1,1000525,bridge,bridge 264,22.4773049,91.7211104,0.025
N1,1000526,link,link 262,22.4765271,91.7213327,0.089
N1,1000527,bridge,bridge 265,22.4694438,91.7250549,0.883
N1,1000528,link,link 263,22.468416,91.7255827,0.136
N1,1000529,link,link 264,22.4603056,91.7295827,1.0
N1,1000530,bridge,bridge 266,22.4588333,91.7303604,0.184
N1,1000531,bridge,bridge 267,22.4586389,91.7304716,0.026
N1,1000532,link,link 265,22.45182350044248,91.7331283022124,0.808
N1,1000533,link,link 266,22.4433886,91.7364163,1.0
N1,1000534,bridge,bridge 268,22.4424997,91.7366663,0.104
N1,1000535,bridge,bridge 269,22.4422219,91.7367497,0.031
N1,1000536,link,link 267,22.4349719,91.7396941,0.925
N1,1000537,bridge,bridge 270,22.4333049,91.7403608,0.137
N1,1000538,bridge,bridge 271,22.4307493,91.7415274,0.311
N1,1000539,bridge,bridge 272,22.4304438,91.7417219,0.043
N1,1000540,link,link 268,22.4269716,91.7439997,0.449
N1,1000541,link,link 269,22.4198882,91.7497774,1.0
N1,1000542,bridge,bridge 273,22.4185549,91.7504722,0.165
N1,1000543,bridge,bridge 274,22.4182771,91.7506667,0.038
N1,1000544,link,link 270,22.4119167,91.7543611,0.797
N1,1000545,link,link 271,22.4101111,91.7544444,0.2
N1,1000546,bridge,bridge 275,22.4084167,91.7551389,0.206
N1,1000547,link,link 272,22.40839921010101,91.75514357643098,0.002
N1,1000548,link,link 273,22.4032222,91.7565278,0.592
N1,1000549,link,link 274,22.3996108,91.7573333,0.4
N1,1000550,bridge,bridge 276,22.3988608,91.7576667,0.104
N1,1000551,bridge,bridge 277,22.3988052,91.7576667,0.007
N1,1000552,link,link 275,22.3944997,91.7586944,0.489
N1,1000553,link,link 276,22.3937774,91.7588056,0.059
N1,1000554,bridge,bridge 278,22.3921108,91.75925,0.217
N1,1000555,bridge,bridge 279,22.3892497,91.7605,0.351
N1,1000556,bridge,bridge 280,22.3887497,91.7607222,0.059
N1,1000557,link,link 277,22.3861663,91.7618333,0.314
N1,1000558,bridge,bridge 281,22.3815271,91.7652222,0.625
N1,1000559,link,link 278,22.379166,91.7675827,0.375
N1,1000560,bridge,bridge 282,22.3764716,91.770416,0.436
N1,1000561,bridge,bridge 283,22.3762254893617,91.77054326631206,0.019
N1,1000562,link,link 279,22.369166,91.7741938,0.545
N1,1000563,link,link 280,22.3691382,91.777666,0.555
N1,1000564,link,link 281,22.3586667,91.7822771,0.193
N1,1000565,link,link 282,22.3644444,91.8511111,8.309
N1,1000566,link,link 283,22.3646111,91.8508333,0.393
N1,1000567,bridge,bridge 284,22.3632778,91.8514722,0.169
N1,1000568,link,link 284,22.3561111,91.8531667,0.831
N1,1000569,bridge,bridge 285,22.3555,91.8530833,0.071
N1,1000570,bridge,bridge 286,22.3553889,91.8530556,0.014
N1,1000571,link,link 285,22.3473886,91.8519444,0.915
N1,1000572,bridge,bridge 287,22.3427219,91.8531389,0.549
N1,1000573,bridge,bridge 288,22.3423608,91.8530833,0.044
N1,1000574,link,link 286,22.3387497,91.8534722,0.407
N1,1000575,bridge,bridge 289,22.338362487628867,91.853695585567,0.052
N1,1000576,bridge,bridge 290,22.3380274,91.8538889,0.045
N1,1000577,bridge,bridge 291,22.3373886,91.8542778,0.08
N1,1000578,bridge,bridge 292,22.3370274,91.8545278,0.047
N1,1000579,link,link 287,22.3314716,91.8515556,0.776
N1,1000580,bridge,bridge 293,22.3297493,91.8521111,0.209
N1,1000581,link,link 288,22.3228327,91.8535556,0.791
N1,1000582,bridge,bridge 294,22.3212771,91.8536111,0.178
N1,1000583,bridge,bridge 295,22.3153611,91.8553056,0.702
N1,1000584,bridge,bridge 296,22.3152222,91.8553333,0.016
N1,1000585,link,link 289,22.3148889,91.8553889,0.045
N1,1000586,link,link 290,22.3108333,91.8570278,0.496
N1,1000587,link,link 291,22.3106111,91.8570833,0.03
N1,1000588,bridge,bridge 297,22.30825,91.8589722,0.327
N1,1000589,link,link 292,22.3071944,91.8598611,0.147
N1,1000590,bridge,bridge 298,22.3043056,91.8621667,0.4
N1,1000591,bridge,bridge 299,22.3021667,91.8639444,0.309
N1,1000592,link,link 293,22.2998886,91.8655833,0.293
N1,1000593,bridge,bridge 300,22.2950274,91.8671938,0.568
N1,1000594,link,link 294,22.2919441,91.8693327,0.427
N1,1000595,link,link 295,22.2916663,91.8696382,0.051
N1,1000596,bridge,bridge 301,22.2916108,91.8711382,0.17
N1,1000597,bridge,bridge 302,22.293583,91.8748604,0.447
N1,1000598,bridge,bridge 303,22.2946386,91.8770827,0.262
N1,1000599,link,link 296,22.2949163,91.877666,0.067
N1,1000600,bridge,bridge 304,22.2951108,91.8781104,0.054
N1,1000601,bridge,bridge 305,22.2983886,91.885583,0.263
N1,1000602,link,link 297,22.2985552,91.886333,0.689
N1,1000603,link,link 298,22.3,91.8915552,0.559
N1,1000604,link,link 299,22.3005833,91.892833,0.441
N1,1000605,bridge,bridge 306,22.3015833,91.897333,0.173
N1,1000606,link,link 300,22.3027222,91.9015556,0.454
N1,1000607,bridge,bridge 307,22.3029722,91.9025,0.103
N1,1000608,link,link 301,22.3053611,91.9106389,0.872
N1,1000609,bridge,bridge 308,22.3070556,91.9128056,0.303
N1,1000610,link,link 302,22.3096944,91.91575,0.424
N1,1000611,link,link 303,22.3114167,91.9176382,0.273
N1,1000612,bridge,bridge 309,22.3124722,91.9188327,0.168
N1,1000613,bridge,bridge 310,22.3156389,91.9224993,0.521
N1,1000614,link,link 304,22.3158889,91.9235827,0.121
N1,1000615,link,link 305,22.3155556,91.9253882,0.19
N1,1000616,bridge,bridge 311,22.3137778,91.9322216,0.75
N1,1000617,link,link 306,22.31375,91.9345274,0.25
N1,1000618,link,link 307,22.3136389,91.9438886,1.0
N1,1000619,bridge,bridge 312,22.3098611,91.9477219,0.618
N1,1000620,link,link 308,22.3067222,91.9491941,0.393
N1,1000621,link,link 309,22.3025,91.9553889,1.0
N1,1000622,bridge,bridge 313,22.3010278,91.9641667,0.926
N1,1000623,bridge,bridge 314,22.3009444,91.9646667,0.052
N1,1000624,link,link 310,22.3009167,91.9648889,0.022
N1,1000625,link,link 311,22.2979441,91.973916,1.0
N1,1000626,bridge,bridge 315,22.2956941,91.9787493,0.568
N1,1000627,link,link 312,22.295333,91.9803049,0.166
N1,1000628,link,link 313,22.2934997,91.9816382,0.266
N1,1000629,link,link 314,22.2933608,91.9821104,0.06
N1,1000630,bridge,bridge 316,22.292083,91.9822493,0.146
N1,1000631,link,link 315,22.291833,91.9823327,0.021
N1,1000632,link,link 316,22.2878052,91.9883886,0.773
N1,1000633,bridge,bridge 317,22.286583,91.9911108,0.303
N1,1000634,bridge,bridge 318,22.2863052,91.991583,0.072
N1,1000635,link,link 317,22.2862497,91.9916941,0.025
N1,1000636,link,link 318,22.2836386,91.9967497,0.6
N1,1000637,bridge,bridge 319,22.2820549,91.9986663,0.27
N1,1000638,link,link 319,22.2761938,92.0043889,0.925
N1,1000639,bridge,bridge 320,22.2745827,92.0053056,0.214
N1,1000640,bridge,bridge 321,22.2722493,92.0055278,0.27
N1,1000641,link,link 320,22.2676104,92.0058056,0.516
N1,1000642,bridge,bridge 322,22.2622222,92.0070556,0.626
N1,1000643,bridge,bridge 323,22.26210145564516,92.00708382580645,0.014
N1,1000644,bridge,bridge 324,22.2600833,92.0075556,0.234
N1,1000645,link,link 321,22.259,92.0081389,0.126
N1,1000646,bridge,bridge 325,22.2557222,92.0096111,0.403
N1,1000647,bridge,bridge 326,22.2538611,92.01125,0.268
N1,1000648,link,link 322,22.2517222,92.0133333,0.329
N1,1000649,bridge,bridge 327,22.249333,92.0152778,0.343
N1,1000650,link,link 323,22.2449997,92.019166,0.657
N1,1000651,bridge,bridge 328,22.2410552,92.0215271,0.602
N1,1000652,bridge,bridge 329,22.2371941,92.0230549,0.479
N1,1000653,link,link 324,22.236083,92.0234716,0.139
N1,1000654,bridge,bridge 330,22.2327771,92.0245549,0.385
N1,1000655,bridge,bridge 331,22.2316938,92.0248882,0.179
N1,1000656,bridge,bridge 332,22.2315827,92.0249438,0.014
N1,1000657,link,link 325,22.227916,92.0258882,0.216
N1,1000658,bridge,bridge 333,22.2278882,92.025916,0.012
N1,1000659,bridge,bridge 334,22.2277771,92.0259438,0.012
N1,1000660,bridge,bridge 335,22.2240271,92.0270827,0.437
N1,1000661,link,link 326,22.2192493,92.0278882,0.539
N1,1000662,bridge,bridge 336,22.2170549,92.0281382,0.248
N1,1000663,link,link 327,22.2131389,92.0304993,0.515
N1,1000664,link,link 328,22.2116111,92.0318049,0.237
N1,1000665,bridge,bridge 337,22.2084444,92.0356663,0.542
N1,1000666,bridge,bridge 338,22.2080278,92.0357774,0.055
N1,1000667,bridge,bridge 339,22.2059444,92.0370274,0.286
N1,1000668,bridge,bridge 340,22.2058889,92.0371386,0.012
N1,1000669,link,link 329,22.2054167,92.0380274,0.105
N1,1000670,link,link 330,22.1977774,92.0433886,1.094
N1,1000671,link,link 331,22.1917219,92.0453608,0.7
N1,1000672,link,link 332,22.1897497,92.046583,0.313
N1,1000673,link,link 333,22.1822771,92.0513889,1.013
N1,1000674,bridge,bridge 341,22.1750827,92.0528611,0.821
